Client ID,List Index,Number of Websites (FW),Number of Images (AC),Simple Cache (KB),Similarity Cache (KB)
80,16,4,40,3905.40,3661.73
81,16,4,40,7133.03,6867.86
82,16,4,40,4700.86,4332.41
83,16,4,40,11065.55,9822.47
84,16,4,40,4729.82,4729.82
85,16,4,40,3677.11,3612.80
86,16,4,40,14267.72,14144.48
87,16,4,40,13358.38,13358.38
88,16,4,40,16066.12,15974.80
89,16,4,40,6140.45,5632.39
90,16,4,40,3199.52,3199.52
91,16,4,40,2188.96,2099.00
92,16,4,40,9494.80,9427.89
93,16,4,40,3480.59,2921.82
94,16,4,40,8826.27,8826.27
95,16,4,40,2346.55,2076.70
96,16,4,40,16429.21,16287.99
97,16,4,40,7514.79,6830.08
98,16,4,40,10149.86,10068.87
99,16,4,40,8935.44,8829.09
100,16,4,40,6532.54,6427.54
1,17,5,10,602.41,602.41
2,17,5,10,1050.65,1050.65
3,17,5,10,1221.71,1221.71
4,17,5,10,3338.47,3338.47
5,17,5,10,7107.40,7107.40
6,17,5,10,3977.37,3977.37
7,17,5,10,1186.68,1186.68
8,17,5,10,1396.47,1396.47
9,17,5,10,3978.94,3978.94
10,17,5,10,762.24,762.24
11,17,5,10,1561.17,1561.17
12,17,5,10,4991.95,4991.95
13,17,5,10,534.76,534.76
14,17,5,10,1131.16,1131.16
15,17,5,10,4186.06,4186.06
16,17,5,10,440.62,440.62
17,17,5,10,637.00,585.40
18,17,5,10,4009.56,4009.56
19,17,5,10,4094.78,3991.52
20,17,5,10,3430.93,3430.93
21,17,5,10,1102.85,1102.85
22,17,5,10,1842.59,1842.59
23,17,5,10,1702.99,1702.99
24,17,5,10,908.95,826.67
25,17,5,10,4006.05,4006.05
26,17,5,10,1073.63,1073.63
27,17,5,10,3126.91,3126.91
28,17,5,10,725.97,725.97
29,17,5,10,4870.58,4870.58
30,17,5,10,3674.01,3674.01
31,17,5,10,1458.67,1458.67
32,17,5,10,5491.38,5491.38
33,17,5,10,1351.80,1351.80
34,17,5,10,523.62,523.62
35,17,5,10,723.72,723.72
36,17,5,10,1838.38,1838.38
37,17,5,10,5254.00,5254.00
38,17,5,10,1618.37,1618.37
39,17,5,10,557.68,383.38
40,17,5,10,632.84,632.84
41,17,5,10,2104.42,2104.42
42,17,5,10,435.58,435.58
43,17,5,10,518.67,518.67
44,17,5,10,2652.05,2652.05
45,17,5,10,2813.78,2813.78
46,17,5,10,958.04,958.04
47,17,5,10,1055.55,1055.55
48,17,5,10,461.78,461.78
49,17,5,10,11161.77,11161.77
50,17,5,10,872.78,872.78
51,17,5,10,3301.96,3301.96
52,17,5,10,998.68,998.68
53,17,5,10,3265.44,3265.44
54,17,5,10,524.86,524.86
55,17,5,10,3721.24,3721.24
56,17,5,10,1572.73,1500.92
57,17,5,10,640.67,640.67
58,17,5,10,2083.50,1893.70
59,17,5,10,1921.76,1921.76
60,17,5,10,1679.11,1679.11
61,17,5,10,4786.96,4767.85
62,17,5,10,598.75,558.01
63,17,5,10,1718.69,1718.69
64,17,5,10,428.36,428.36
65,17,5,10,776.75,776.75
66,17,5,10,2667.41,2659.18
67,17,5,10,3279.96,3279.96
68,17,5,10,4650.62,4650.62
69,17,5,10,1270.97,1270.97
70,17,5,10,1409.79,1409.79
71,17,5,10,1464.27,1464.27
72,17,5,10,3314.05,3314.05
73,17,5,10,1968.67,1968.67
74,17,5,10,553.47,507.55
75,17,5,10,1453.44,1453.44
76,17,5,10,1021.17,1021.17
77,17,5,10,1736.21,1736.21
78,17,5,10,693.53,693.53
79,17,5,10,698.02,681.50
80,17,5,10,4180.41,4180.41
81,17,5,10,689.26,689.26
82,17,5,10,497.57,497.57
83,17,5,10,1519.96,1519.96
84,17,5,10,2029.36,2029.36
85,17,5,10,3964.57,3964.57
86,17,5,10,1059.57,1059.57
87,17,5,10,1686.95,1686.95
88,17,5,10,845.22,845.22
89,17,5,10,6230.80,6230.80
90,17,5,10,6982.33,6982.33
91,17,5,10,982.08,941.38
92,17,5,10,1523.26,1523.26
93,17,5,10,1582.64,1582.64
94,17,5,10,832.26,832.26
95,17,5,10,728.54,728.54
96,17,5,10,552.54,552.54
97,17,5,10,994.43,994.43
98,17,5,10,237.73,237.73
99,17,5,10,1297.62,1297.62
100,17,5,10,778.08,778.08
1,18,5,20,1654.10,1654.10
2,18,5,20,7026.61,7026.61
3,18,5,20,9396.57,9396.57
4,18,5,20,16233.35,16233.35
5,18,5,20,2453.58,2453.58
6,18,5,20,8022.65,8002.48
7,18,5,20,4679.71,4623.45
8,18,5,20,12536.10,12475.83
9,18,5,20,3112.76,3112.76
10,18,5,20,1091.02,1091.02
11,18,5,20,1141.25,1141.25
12,18,5,20,1004.66,1004.66
13,18,5,20,11109.01,10533.98
14,18,5,20,4216.21,4216.21
15,18,5,20,2513.19,2513.19
16,18,5,20,2450.19,2369.46
17,18,5,20,8937.70,8937.70
18,18,5,20,4829.38,4829.38
19,18,5,20,1449.13,1449.13
20,18,5,20,6043.67,6043.67
21,18,5,20,1842.77,1842.77
22,18,5,20,11117.38,11117.38
23,18,5,20,1834.09,1767.76
24,18,5,20,915.40,915.40
25,18,5,20,2206.95,2206.95
26,18,5,20,8009.18,8009.18
27,18,5,20,1357.26,1306.58
28,18,5,20,5742.25,5623.90
29,18,5,20,571.17,564.44
30,18,5,20,3448.11,3448.11
31,18,5,20,3095.33,3095.33
32,18,5,20,1339.87,1296.81
33,18,5,20,819.83,781.52
34,18,5,20,13367.80,13367.80
35,18,5,20,2726.68,2726.68
36,18,5,20,3988.30,3988.30
37,18,5,20,1442.76,1332.98
38,18,5,20,3731.84,3731.84
39,18,5,20,3452.94,3395.59
40,18,5,20,7896.65,7896.65
41,18,5,20,6985.76,6985.76
42,18,5,20,1311.75,1311.75
43,18,5,20,2576.48,2514.07
44,18,5,20,2178.71,1597.09
45,18,5,20,1419.35,1245.05
46,18,5,20,2718.96,1865.08
47,18,5,20,2011.00,1961.48
48,18,5,20,3689.65,3689.65
49,18,5,20,1061.79,1061.79
50,18,5,20,1724.24,1724.24
51,18,5,20,4470.62,4470.62
52,18,5,20,3180.75,3027.25
53,18,5,20,2068.31,2068.31
54,18,5,20,1358.95,1358.95
55,18,5,20,1933.13,1933.13
56,18,5,20,3372.32,3372.32
57,18,5,20,3435.91,3435.91
58,18,5,20,1305.88,1305.88
59,18,5,20,5314.26,5314.26
60,18,5,20,3209.96,3209.96
61,18,5,20,1429.30,1429.30
62,18,5,20,1466.90,1466.90
63,18,5,20,1253.12,1253.12
64,18,5,20,2840.10,2840.10
65,18,5,20,1083.60,1050.98
66,18,5,20,3083.28,3083.28
67,18,5,20,7244.16,7163.23
68,18,5,20,1228.30,1228.30
69,18,5,20,1307.35,1307.35
70,18,5,20,4010.99,4010.99
71,18,5,20,996.45,964.49
72,18,5,20,2985.67,2178.32
73,18,5,20,9980.90,9496.19
74,18,5,20,6129.64,6072.28
75,18,5,20,2283.12,2283.12
76,18,5,20,1853.09,1853.09
77,18,5,20,6822.21,6681.92
78,18,5,20,1091.22,1046.87
79,18,5,20,2562.10,2526.50
80,18,5,20,1686.33,1686.33
81,18,5,20,1309.33,1309.33
82,18,5,20,1380.49,1380.49
83,18,5,20,4891.00,4816.08
84,18,5,20,2482.71,2360.98
85,18,5,20,1900.74,1900.74
86,18,5,20,4936.79,4936.79
87,18,5,20,1330.05,1277.01
88,18,5,20,1854.90,1808.89
89,18,5,20,2318.68,2318.68
90,18,5,20,1664.45,1618.44
91,18,5,20,1354.64,1354.64
92,18,5,20,6167.00,6167.00
93,18,5,20,2970.21,2970.21
94,18,5,20,3900.29,3900.29
95,18,5,20,2705.50,2621.43
96,18,5,20,2667.84,2667.84
97,18,5,20,3403.05,3403.05
98,18,5,20,4878.47,4878.47
99,18,5,20,1674.91,1557.65
100,18,5,20,2026.39,2026.39
1,19,5,30,2358.70,2140.62
2,19,5,30,3848.05,3659.13
3,19,5,30,14626.83,14626.83
4,19,5,30,2676.73,2676.73
5,19,5,30,2855.15,2855.15
6,19,5,30,2603.19,2603.19
7,19,5,30,3315.22,3211.97
8,19,5,30,3947.22,3791.91
9,19,5,30,4336.74,4186.89
10,19,5,30,1763.38,1763.38
11,19,5,30,13306.28,13306.28
12,19,5,30,3337.36,3254.11
13,19,5,30,3136.53,3081.36
14,19,5,30,2869.81,2704.11
15,19,5,30,4080.10,3963.68
16,19,5,30,2211.55,2099.38
17,19,5,30,7496.81,7496.81
18,19,5,30,4221.13,4221.13
19,19,5,30,1760.68,1760.68
20,19,5,30,5129.83,5078.27
21,19,5,30,3958.39,3818.23
22,19,5,30,1682.15,1682.15
23,19,5,30,11207.94,11207.94
24,19,5,30,9721.79,9721.79
25,19,5,30,1629.39,1439.62
26,19,5,30,10048.60,10048.60
27,19,5,30,1541.03,1541.03
28,19,5,30,2996.38,2982.73
29,19,5,30,4576.28,4502.57
30,19,5,30,1459.46,1324.28
31,19,5,30,2696.84,2559.06
32,19,5,30,4438.11,4438.11
33,19,5,30,6692.41,6646.40
34,19,5,30,6124.86,6022.81
35,19,5,30,4272.44,4242.61
36,19,5,30,3436.99,3436.99
37,19,5,30,2291.86,2291.86
38,19,5,30,3912.52,3912.52
39,19,5,30,23024.71,23024.71
40,19,5,30,9570.56,9570.56
41,19,5,30,9641.00,9455.02
42,19,5,30,5149.25,4792.08
43,19,5,30,4530.71,4456.73
44,19,5,30,5500.43,5397.81
45,19,5,30,16611.67,16384.45
46,19,5,30,2138.91,2138.91
47,19,5,30,18581.69,18403.97
48,19,5,30,7201.92,7074.11
49,19,5,30,8674.94,8674.94
50,19,5,30,3057.25,2953.46
51,19,5,30,8532.20,8459.29
52,19,5,30,3201.26,3201.26
53,19,5,30,1159.83,1100.90
54,19,5,30,2644.68,2553.36
55,19,5,30,1935.14,1935.14
56,19,5,30,7314.42,7269.88
57,19,5,30,5673.05,5548.08
58,19,5,30,2705.28,2633.52
59,19,5,30,7453.38,7453.38
60,19,5,30,4762.39,4649.98
61,19,5,30,6096.35,6054.71
62,19,5,30,3061.59,2870.77
63,19,5,30,3052.41,2823.06
64,19,5,30,13396.75,13380.48
65,19,5,30,4552.94,3301.36
66,19,5,30,11939.00,11865.29
67,19,5,30,3274.03,3200.05
68,19,5,30,2215.34,2215.34
69,19,5,30,2051.69,2051.69
70,19,5,30,13990.31,13915.24
71,19,5,30,3102.71,3072.10
72,19,5,30,3510.96,3510.96
73,19,5,30,5059.23,5059.23
74,19,5,30,6663.55,6560.93
75,19,5,30,2639.89,2502.38
76,19,5,30,1503.40,1503.40
77,19,5,30,4451.75,4320.24
78,19,5,30,3229.82,3152.24
79,19,5,30,7658.62,7607.93
80,19,5,30,5026.17,4969.33
81,19,5,30,4780.70,4780.70
82,19,5,30,3401.33,3214.76
83,19,5,30,2386.51,2386.51
84,19,5,30,4732.04,4732.04
85,19,5,30,4481.39,4259.02
86,19,5,30,2662.07,2662.07
87,19,5,30,5823.96,5067.36
88,19,5,30,2209.16,2005.87
89,19,5,30,3205.92,3170.40
90,19,5,30,3092.97,3092.97
91,19,5,30,6224.55,6083.55
92,19,5,30,3863.63,3790.65
93,19,5,30,2672.07,2623.88
94,19,5,30,7981.84,7888.36
95,19,5,30,3758.97,3561.86
96,19,5,30,3591.44,3591.44
97,19,5,30,3951.31,3816.75
98,19,5,30,4728.09,4728.09
99,19,5,30,2056.27,2056.27
100,19,5,30,6502.53,5706.74
1,20,5,40,13299.67,13221.21
2,20,5,40,6117.62,6117.62
3,20,5,40,22250.46,21295.27
4,20,5,40,6399.29,6399.29
5,20,5,40,13470.88,13470.88
6,20,5,40,8142.75,8113.97
7,20,5,40,3511.69,3149.50
8,20,5,40,1712.09,1689.99
9,20,5,40,14373.98,14244.38
10,20,5,40,17594.98,17566.93
11,20,5,40,15384.76,15384.76
12,20,5,40,6170.09,6147.74
13,20,5,40,27260.81,26078.31
14,20,5,40,3338.44,3251.02
15,20,5,40,5006.01,4721.18
16,20,5,40,4844.39,4668.83
17,20,5,40,14710.40,14710.40
18,20,5,40,3074.89,2972.22
19,20,5,40,9898.28,9898.28
20,20,5,40,26260.84,26150.23
21,20,5,40,3168.54,2863.66
22,20,5,40,2942.34,2845.09
23,20,5,40,6091.46,6021.77
24,20,5,40,3578.06,3400.78
25,20,5,40,3130.36,3058.38
26,20,5,40,13102.95,12990.06
27,20,5,40,14787.07,14757.24
28,20,5,40,4903.86,4801.81
29,20,5,40,2308.43,2308.43
30,20,5,40,7520.21,5457.49
31,20,5,40,1730.74,1711.63
32,20,5,40,9365.19,9132.36
33,20,5,40,12324.72,12246.18
34,20,5,40,10756.96,10491.50
35,20,5,40,9578.87,9433.62
36,20,5,40,14322.58,14322.58
37,20,5,40,14075.12,10831.40
38,20,5,40,5086.79,5086.79
39,20,5,40,4044.55,3725.47
40,20,5,40,4321.73,3948.63
41,20,5,40,5078.81,5004.83
42,20,5,40,17840.04,16835.36
43,20,5,40,2330.01,2187.00
44,20,5,40,11926.62,11904.54
45,20,5,40,9550.86,9419.93
46,20,5,40,12936.34,12875.61
47,20,5,40,13010.92,12642.04
48,20,5,40,10160.25,10160.25
49,20,5,40,3125.55,3125.55
50,20,5,40,11505.67,11304.01
51,20,5,40,3271.64,3075.79
52,20,5,40,3318.38,2161.23
53,20,5,40,3768.18,3768.18
54,20,5,40,4244.22,4159.43
55,20,5,40,9426.52,9386.14
56,20,5,40,5081.90,5081.90
57,20,5,40,4179.03,3987.52
58,20,5,40,11890.93,11770.74
59,20,5,40,5485.78,5485.78
60,20,5,40,8009.76,7820.21
61,20,5,40,2889.37,2503.83
62,20,5,40,10657.58,10208.07
63,20,5,40,3488.81,3123.34
64,20,5,40,2770.46,2502.49
65,20,5,40,1799.56,1715.67
66,20,5,40,12870.28,12680.48
67,20,5,40,2411.82,2411.82
68,20,5,40,13008.51,12998.53
69,20,5,40,3049.32,2872.15
70,20,5,40,10000.56,9641.67
71,20,5,40,4645.11,4472.51
72,20,5,40,9113.65,8629.12
73,20,5,40,6157.22,5703.80
74,20,5,40,13559.95,13514.55
75,20,5,40,7359.22,7155.95
76,20,5,40,16701.33,16601.58
77,20,5,40,4302.72,4247.83
78,20,5,40,11690.56,8676.55
79,20,5,40,3551.71,3401.02
80,20,5,40,1832.93,1813.82
81,20,5,40,22617.70,20505.33
82,20,5,40,5835.98,5720.60
83,20,5,40,15184.15,15127.73
84,20,5,40,8750.19,8424.53
85,20,5,40,20173.38,18891.84
86,20,5,40,11999.28,11932.61
87,20,5,40,5229.16,5002.80
88,20,5,40,6597.06,6495.29
89,20,5,40,3219.77,2740.93
90,20,5,40,23832.62,23683.46
91,20,5,40,15217.27,14839.42
92,20,5,40,8425.58,8351.87
93,20,5,40,13998.43,13904.80
94,20,5,40,21064.62,20030.31
95,20,5,40,1973.56,1893.30
96,20,5,40,15502.73,15309.55
97,20,5,40,11262.89,11262.89
98,20,5,40,3190.01,2938.24
99,20,5,40,17294.56,17248.55
100,20,5,40,6410.66,6410.66
